source,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
data_raw/surveys_part2.csv,6067,6,29,1982,17,OT,F,NA,30,Onychomys,torridus,Rodent,Control
data_raw/surveys_part2.csv,6068,6,29,1982,11,DS,F,NA,105,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6069,6,29,1982,21,PF,M,NA,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6070,6,29,1982,22,DM,M,NA,41,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6071,6,29,1982,23,PE,M,NA,21,Peromyscus,eremicus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6072,6,29,1982,20,DO,F,NA,43,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6073,6,29,1982,23,PE,F,NA,25,Peromyscus,eremicus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6074,6,29,1982,13,DM,M,36,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6075,6,29,1982,24,RM,M,NA,10,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6076,6,29,1982,12,DS,M,NA,115,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6077,6,29,1982,18,DS,F,NA,120,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6078,6,29,1982,16,PE,M,NA,14,Peromyscus,eremicus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6079,6,29,1982,12,PP,M,NA,20,Chaetodipus,penicillatus,Rodent,Control
data_raw/surveys_part2.csv,6080,6,29,1982,12,SH,F,NA,52,Sigmodon,hispidus,Rodent,Control
data_raw/surveys_part2.csv,6081,6,29,1982,16,RM,M,NA,11,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6082,6,29,1982,22,DS,M,NA,136,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6083,6,29,1982,11,DM,F,36,29,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6084,6,29,1982,11,DS,M,50,92,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6085,6,29,1982,18,DS,M,NA,86,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6086,6,29,1982,12,DM,F,NA,55,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6087,6,29,1982,24,PM,F,NA,18,Peromyscus,maniculatus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6088,6,29,1982,12,DM,F,NA,39,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6089,6,29,1982,19,PM,M,NA,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6090,6,29,1982,16,PE,F,NA,14,Peromyscus,eremicus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6091,6,29,1982,23,RM,F,NA,8,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6092,6,29,1982,11,DM,M,36,46,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6093,6,29,1982,22,DS,M,NA,91,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6094,6,29,1982,11,DM,M,35,32,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6095,6,29,1982,21,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6096,6,29,1982,11,DM,F,37,39,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6097,6,29,1982,18,DM,F,NA,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6098,6,29,1982,22,DS,M,NA,90,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6099,6,29,1982,23,CQ,NA,NA,NA,Callipepla,squamata,Bird,Rodent Exclosure
data_raw/surveys_part2.csv,6100,6,29,1982,13,DO,F,34,38,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6101,6,29,1982,24,PM,M,NA,24,Peromyscus,maniculatus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6102,6,29,1982,19,RM,M,NA,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6103,6,29,1982,24,DO,F,NA,40,Dipodomys,ordii,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6104,6,29,1982,22,DS,M,NA,91,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6105,6,29,1982,20,NL,F,NA,95,Neotoma,albigula,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6106,6,29,1982,22,DS,F,NA,94,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6107,6,29,1982,12,DM,M,NA,48,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6108,6,29,1982,20,DM,F,NA,51,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6109,6,29,1982,18,OT,F,NA,21,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6110,6,29,1982,16,NL,F,NA,99,Neotoma,albigula,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6111,6,29,1982,22,DS,F,NA,135,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6112,6,29,1982,13,DM,M,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6113,6,29,1982,18,NL,M,NA,182,Neotoma,albigula,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6114,6,29,1982,22,DS,M,NA,85,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6115,6,29,1982,13,DS,F,NA,116,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6116,6,29,1982,13,DM,F,35,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6117,6,29,1982,12,DM,F,NA,33,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6118,6,29,1982,17,NL,F,NA,146,Neotoma,albigula,Rodent,Control
data_raw/surveys_part2.csv,6119,6,29,1982,17,OL,M,NA,39,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part2.csv,6120,6,29,1982,21,PF,F,NA,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6121,6,29,1982,22,DS,M,NA,106,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6122,6,29,1982,20,PP,F,NA,13,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6123,6,29,1982,12,DM,F,NA,42,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6124,6,29,1982,20,DM,M,NA,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6125,6,29,1982,12,DS,M,NA,111,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6126,6,29,1982,18,DM,F,NA,31,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6127,6,29,1982,21,PF,M,NA,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6128,6,29,1982,21,PF,M,NA,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6129,6,29,1982,23,DM,M,NA,41,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6130,6,29,1982,17,DM,M,NA,47,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6131,6,29,1982,11,DS,M,49,96,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6132,6,29,1982,12,DM,F,NA,44,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6133,6,29,1982,16,PE,M,NA,17,Peromyscus,eremicus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6134,6,29,1982,19,PM,F,NA,34,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6135,6,29,1982,20,PP,F,NA,18,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6136,6,29,1982,11,DS,M,49,90,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6137,6,29,1982,18,DS,M,NA,121,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6138,6,29,1982,20,DS,M,NA,113,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6139,6,29,1982,18,DM,M,NA,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6140,6,29,1982,18,DM,M,NA,30,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6141,6,29,1982,17,DO,F,NA,52,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part2.csv,6142,6,29,1982,20,OT,M,NA,20,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6143,6,29,1982,11,DM,M,37,42,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6144,7,25,1982,3,OL,M,NA,36,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6145,7,25,1982,6,DM,F,NA,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6146,7,25,1982,4,OL,M,NA,43,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part2.csv,6147,7,25,1982,3,DO,F,NA,45,Dipodomys,ordii,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6148,7,25,1982,2,PP,F,NA,19,Chaetodipus,penicillatus,Rodent,Control
data_raw/surveys_part2.csv,6149,7,25,1982,6,DS,F,NA,83,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6150,7,25,1982,3,DS,M,NA,164,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6151,7,25,1982,4,OL,F,NA,56,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part2.csv,6152,7,25,1982,2,OL,F,NA,33,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part2.csv,6153,7,25,1982,6,DM,F,NA,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6154,7,25,1982,9,DS,M,NA,123,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6155,7,25,1982,3,PP,F,NA,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6156,7,25,1982,1,OT,M,NA,21,Onychomys,torridus,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6157,7,25,1982,3,PE,F,NA,16,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6158,7,25,1982,4,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6159,7,25,1982,8,DO,F,NA,49,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part2.csv,6160,7,25,1982,8,OL,F,NA,34,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part2.csv,6161,7,25,1982,1,DM,F,NA,34,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6162,7,25,1982,2,OT,F,NA,27,Onychomys,torridus,Rodent,Control
data_raw/surveys_part2.csv,6163,7,25,1982,8,DS,M,NA,133,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6164,7,25,1982,1,OT,F,NA,26,Onychomys,torridus,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6165,7,25,1982,4,DM,M,NA,44,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6166,7,25,1982,9,DS,F,NA,94,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6167,7,25,1982,2,NL,M,NA,219,Neotoma,albigula,Rodent,Control
data_raw/surveys_part2.csv,6168,7,25,1982,4,PF,M,NA,6,Perognathus,flavus,Rodent,Control
data_raw/surveys_part2.csv,6169,7,25,1982,8,PP,NA,NA,15,Chaetodipus,penicillatus,Rodent,Control
data_raw/surveys_part2.csv,6170,7,25,1982,5,DM,M,NA,38,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6171,7,25,1982,5,NL,F,NA,195,Neotoma,albigula,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6172,7,25,1982,9,OT,F,NA,28,Onychomys,torridus,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6173,7,25,1982,6,OT,F,NA,25,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6174,7,25,1982,1,DS,M,NA,147,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6175,7,25,1982,4,DM,M,NA,51,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6176,7,25,1982,2,DS,M,NA,84,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6177,7,25,1982,3,PF,F,NA,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6178,7,25,1982,6,OT,M,NA,13,Onychomys,torridus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6179,7,25,1982,8,PF,M,NA,8,Perognathus,flavus,Rodent,Control
data_raw/surveys_part2.csv,6180,7,25,1982,4,DS,F,NA,109,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6181,7,25,1982,8,DM,F,NA,32,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6182,7,25,1982,1,DO,M,NA,57,Dipodomys,ordii,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6183,7,25,1982,3,PF,F,NA,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6184,7,25,1982,2,DM,M,NA,38,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6185,7,25,1982,5,CQ,NA,NA,NA,Callipepla,squamata,Bird,Rodent Exclosure
data_raw/surveys_part2.csv,6186,7,25,1982,7,PE,F,NA,18,Peromyscus,eremicus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6187,7,25,1982,1,NL,F,NA,145,Neotoma,albigula,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6188,7,25,1982,4,DM,F,NA,46,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6189,7,25,1982,6,DS,F,NA,103,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6190,7,25,1982,8,OL,M,NA,35,Onychomys,leucogaster,Rodent,Control
data_raw/surveys_part2.csv,6191,7,25,1982,1,DM,M,NA,43,Dipodomys,merriami,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6192,7,25,1982,9,DS,F,NA,132,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6193,7,25,1982,5,DM,F,NA,36,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6194,7,25,1982,8,DS,M,NA,98,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6195,7,25,1982,3,PF,M,NA,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6196,7,25,1982,4,DM,M,NA,49,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6197,7,25,1982,5,DM,F,NA,39,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6198,7,25,1982,5,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6199,7,25,1982,7,PM,NA,NA,NA,Peromyscus,maniculatus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6200,7,25,1982,4,DS,M,NA,123,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6201,7,25,1982,2,DO,M,NA,46,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part2.csv,6202,7,25,1982,9,NL,M,NA,NA,Neotoma,albigula,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6203,7,25,1982,9,DS,M,NA,119,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6204,7,25,1982,5,OL,M,NA,45,Onychomys,leucogaster,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6205,7,25,1982,3,PF,M,NA,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6206,7,25,1982,6,PF,F,NA,15,Perognathus,flavus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6207,7,25,1982,1,DS,M,NA,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6208,7,25,1982,6,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6209,7,25,1982,8,DO,M,NA,50,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part2.csv,6210,7,25,1982,5,DM,M,NA,39,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6211,7,25,1982,9,DS,F,NA,129,Dipodomys,spectabilis,Rodent,Spectab exclosure
data_raw/surveys_part2.csv,6212,7,25,1982,4,DM,F,NA,41,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6213,7,25,1982,5,CQ,NA,NA,NA,Callipepla,squamata,Bird,Rodent Exclosure
data_raw/surveys_part2.csv,6214,7,25,1982,6,PE,M,NA,24,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6215,7,25,1982,2,PE,M,NA,24,Peromyscus,eremicus,Rodent,Control
data_raw/surveys_part2.csv,6216,7,25,1982,5,DM,M,NA,45,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6217,7,25,1982,5,DS,F,NA,86,Dipodomys,spectabilis,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6218,7,26,1982,15,RM,M,NA,9,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6219,7,26,1982,14,DM,F,NA,44,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6220,7,26,1982,13,NL,F,NA,139,Neotoma,albigula,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6221,7,26,1982,12,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Control
data_raw/surveys_part2.csv,6222,7,26,1982,11,DS,NA,NA,104,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6223,7,26,1982,13,DM,M,NA,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6224,7,26,1982,24,DO,M,NA,50,Dipodomys,ordii,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6225,7,26,1982,13,NL,M,NA,60,Neotoma,albigula,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6226,7,26,1982,12,DM,M,NA,49,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6227,7,26,1982,24,PM,M,NA,24,Peromyscus,maniculatus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6228,7,26,1982,18,DM,M,NA,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6229,7,26,1982,15,OT,F,NA,25,Onychomys,torridus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6230,7,26,1982,12,PP,F,NA,14,Chaetodipus,penicillatus,Rodent,Control
data_raw/surveys_part2.csv,6231,7,26,1982,24,DM,M,NA,43,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6232,7,26,1982,14,DS,M,NA,90,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6233,7,26,1982,12,DS,M,NA,116,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6234,7,26,1982,18,DS,M,NA,92,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6235,7,26,1982,14,DM,M,NA,55,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6236,7,26,1982,15,PM,F,NA,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6237,7,26,1982,24,NL,M,NA,204,Neotoma,albigula,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6238,7,26,1982,17,DM,F,NA,28,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6239,7,26,1982,11,DM,F,NA,34,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6240,7,26,1982,24,NL,M,NA,223,Neotoma,albigula,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6241,7,26,1982,24,NL,F,NA,184,Neotoma,albigula,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6242,7,26,1982,18,DS,F,NA,117,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6243,7,26,1982,14,DS,M,NA,106,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6244,7,26,1982,10,PP,F,NA,24,Chaetodipus,penicillatus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6245,7,26,1982,15,PF,F,NA,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6246,7,26,1982,12,DM,F,NA,40,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6247,7,26,1982,14,PF,M,NA,5,Perognathus,flavus,Rodent,Control
data_raw/surveys_part2.csv,6248,7,26,1982,13,DO,F,NA,41,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6249,7,26,1982,18,DM,F,NA,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6250,7,26,1982,11,PP,F,NA,18,Chaetodipus,penicillatus,Rodent,Control
data_raw/surveys_part2.csv,6251,7,26,1982,11,DM,M,NA,34,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6252,7,26,1982,15,PF,M,NA,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6253,7,26,1982,24,PM,F,NA,21,Peromyscus,maniculatus,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6254,7,26,1982,17,RM,M,NA,12,Reithrodontomys,megalotis,Rodent,Control
data_raw/surveys_part2.csv,6255,7,26,1982,11,DM,M,NA,46,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6256,7,26,1982,12,DM,F,NA,21,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6257,7,26,1982,15,PF,F,NA,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6258,7,26,1982,17,DM,M,NA,49,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6259,7,26,1982,14,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Control
data_raw/surveys_part2.csv,6260,7,26,1982,13,DM,F,NA,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6261,7,26,1982,12,DM,M,NA,48,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6262,7,26,1982,24,DM,F,NA,40,Dipodomys,merriami,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6263,7,26,1982,11,DM,F,NA,22,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6264,7,26,1982,18,NL,M,NA,181,Neotoma,albigula,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6265,7,26,1982,14,DM,M,NA,21,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6266,7,26,1982,12,OT,M,NA,23,Onychomys,torridus,Rodent,Control
data_raw/surveys_part2.csv,6267,7,26,1982,18,PF,F,NA,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6268,7,26,1982,13,PF,M,NA,9,Perognathus,flavus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6269,7,26,1982,12,DM,F,NA,42,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6270,7,26,1982,17,NL,F,NA,139,Neotoma,albigula,Rodent,Control
data_raw/surveys_part2.csv,6271,7,26,1982,12,DM,M,NA,33,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6272,7,26,1982,14,DM,M,NA,21,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6273,7,26,1982,12,DS,M,NA,115,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6274,7,26,1982,17,DO,F,NA,24,Dipodomys,ordii,Rodent,Control
data_raw/surveys_part2.csv,6275,7,26,1982,14,DM,F,NA,40,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6276,7,26,1982,12,DM,F,NA,42,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6277,7,26,1982,12,DS,NA,NA,78,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6278,7,26,1982,18,PM,F,NA,16,Peromyscus,maniculatus,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6279,7,26,1982,11,DS,M,NA,105,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6280,7,26,1982,24,NL,F,NA,150,Neotoma,albigula,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6281,7,26,1982,17,NL,F,NA,114,Neotoma,albigula,Rodent,Control
data_raw/surveys_part2.csv,6282,7,26,1982,15,PF,M,NA,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6283,7,26,1982,11,NL,F,NA,123,Neotoma,albigula,Rodent,Control
data_raw/surveys_part2.csv,6284,7,26,1982,12,OT,M,NA,23,Onychomys,torridus,Rodent,Control
data_raw/surveys_part2.csv,6285,7,26,1982,11,DS,M,NA,98,Dipodomys,spectabilis,Rodent,Control
data_raw/surveys_part2.csv,6286,7,26,1982,15,PM,F,NA,22,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
data_raw/surveys_part2.csv,6287,7,26,1982,11,DM,M,NA,45,Dipodomys,merriami,Rodent,Control
data_raw/surveys_part2.csv,6288,7,26,1982,18,DM,F,NA,34,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6289,7,26,1982,13,DM,M,NA,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6290,7,27,1982,20,DM,F,NA,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
data_raw/surveys_part2.csv,6291,7,27,1982,16,NL,F,NA,109,Neotoma,albigula,Rodent,Rodent Exclosure
data_raw/surveys_part2.csv,6292,7,27,1982,19,PM,M,NA,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
